ID;Nom;Prix (€);Qté;CA (€);Z-score
4148;Champagne Mailly Grand Cru Brut Rosé;37,5;0,0;0,0;0,18061997079200148
4918;Alain Graillot Crozes-Hermitage Rouge La Guiraude 2016;37,2;24,0;892,8;0,16984241240409995
4079;Le Vieux Donjon Châteauneuf-du-Pape 2013;37,0;0,0;0,0;0,16265737347883208
6101;Stéphane Tissot Arbois Blanc La Mailloche 2016;36,9;0,0;0,0;0,15906485401619816
5551;Thierry Germain Saumur-Champigny Franc De Pied 2017;36,3;0,0;0,0;0,13750973724039484
4653;Thierry Germain Saumur-Champigny Franc De Pied 2016;36,2;0,0;0,0;0,13391721777776114
5913;Darnley's London Dry Gin Original;36,0;0,0;0,0;0,1267321788524933
5914;Darnley's London Dry Gin Spiced;36,0;1,0;36,0;0,1267321788524933
5766;Camille Giroud Auxey-Duresses Blanc 2017;35,6;0,0;0,0;0,11236210100195781
6664;Catherine et Claude Maréchal Savigny-Lès-Beaune Rouge 2017;35,6;0,0;0,0;0,11236210100195781
5768;Camille Giroud Maranges Rouge 1er Cru Le Croix Moines 2016;35,6;1,0;35,6;0,11236210100195781
4336;Champagne Mailly Grand Cru Blanc de Pinot Noir;35,5;1,0;35,5;0,10876958153932388
5393;Australie Harkham Wines Old Vines 2011;35,3;0,0;0,0;0,10158454261405603
6621;Thierry Germain Saumur-Champigny La Marginale 2018;35,2;3,0;105,6;0,09799202315142234
5902;Stéphane Tissot Arbois Pinot Noir Sous La Tour 2016;35,1;0,0;0,0;0,09439950368878841
4107;Emile Boeckel Pinot Noir Terres Rouges 2016;35,0;0,0;0,0;0,09080698422615449
6105;Stéphane Tissot Côtes du Jura Sursis 2017;34,8;7,0;243,6;0,08362194530088662
5573;Domaine Huet Vouvray Le Clos du Bourg Demi-Sec 2017;34,7;0,0;0,0;0,08002942583825294
5770;Camille Giroud Santenay Blanc 2017;34,4;4,0;137,6;0,06925186745035115
3849;Pierre Jean Villa Saint-Joseph Rouge Tildé 2017;34,3;0,0;0,0;0,06565934798771722
5550;Thierry Germain Saumur-Champigny La Marginale 2017;34,3;0,0;0,0;0,06565934798771722
4040;Pierre Jean Villa Saint-Joseph Saut De l'Ange 2018;34,3;0,0;0,0;0,06565934798771722
4052;Clos du Mont-Olivet Châteauneuf-du-Pape Blanc 2019;33,7;6,0;202,2;0,04410423121191415
5769;Camille Giroud Marsannay Rouge Les Longeroies 2016;33,6;0,0;0,0;0,04051171174928021
5485;Decelle-Villa Savigny-Lès-Beaune Blanc 2018;33,4;3,0;100,2;0,03332667282401235
4654;Thierry Germain Saumur-Champigny La Marginale 2016;33,4;0,0;0,0;0,03332667282401235
4071;Château de Vaudieu Châteauneuf-du-Pape Rouge 2015;33,2;19,0;630,8;0,026141633898744743
6626;Weingut Besson-Strasser Zürich Räuschling 2018;33,2;0,0;0,0;0,026141633898744743
6104;Stéphane Tissot Arbois Blanc Savagnin 2015;33,2;0,0;0,0;0,026141633898744743
4147;Champagne Mailly Grand Cru Extra Brut Millésimé 2012;33,0;3,0;99,0;0,01895659497347688
5773;Decelle-Villa Auxey-Duresses Blanc 2017;32,8;3,0;98,4;0,011771556048209017
6615;Clos du Mont-Olivet Châteauneuf-du-Pape 2018;32,8;0,0;0,0;0,011771556048209017
4041;Pierre Gaillard Condrieu 2018;32,7;0,0;0,0;0,008179036585575342
4708;Albert Mann Pinot Gris Grand Cru Furstentum 2016;32,6;8,0;260,8;0,0045865171229414105
4605;Catherine et Claude Maréchal Savigny-Lès-Beaune Rouge 2016;32,2;0,0;0,0;-0,00978356072759406
6628;Weingut Besson-Strasser Zürich Blauer Zweigelt 2016;32,2;0,0;0,0;-0,00978356072759406
4258;Domaine Huet Vouvray Le Mont Sec 2017;32,1;5,0;160,5;-0,013376080190227992
4072;Château de Vaudieu Châteauneuf-du-Pape Blanc 2015;32,0;1,0;32,0;-0,01696859965286192
5709;Philippe Alliet Chinon Rouge Coteau de Noiré 2016;31,7;0,0;0,0;-0,02774615804076359
4257;Domaine Huet Vouvray Le Mont Moelleux 2015;31,7;0,0;0,0;-0,02774615804076359
4108;Zind-Humbrecht Riesling Herrenweg de Turckheim 2017;31,7;2,0;63,4;-0,02774615804076359
4705;Albert Mann Gewurztraminer Grand Cru Steingrubler 2016;31,6;8,0;252,8;-0,031338677503397395
4602;Catherine et Claude Maréchal Chorey-Lès-Beaune 2017;31,5;7,0;220,5;-0,03493119696603132
4603;Catherine et Claude Maréchal Ladoix Rouge Les Chaillots 2017;31,5;1,0;31,5;-0,03493119696603132
4042;Pierre Gaillard Cornas 2017;31,2;7,0;218,4;-0,04570875535393299
6204;Domaine Giudicelli Muscat du Cap Corse 2016;31,0;7,0;217,0;-0,052893794279200726
5564;Tempier Bandol Rouge 2017;30,8;3,0;92,4;-0,06007883320446846
4618;Alphonse Mellot Sancerre Rouge La Moussière 2014;30,6;0,0;0,0;-0,0672638721297362
5608;Domaine Weinbach Gewurztraminer Cuvée Théo 2018;30,5;2,0;61,0;-0,07085639159237013
4687;Cosse-Maisonneuve Cahors Le Sid 2014;30,1;0,0;0,0;-0,0852264694429056
4303;Rimauresq Côtes de Provence Rouge Cru Classé Quintessence 2015;30,0;0,0;0,0;-0,08881898890553953
5962;Camin Larredya Jurançon Moelleux Au Capcéu 2018;30,0;0,0;0,0;-0,08881898890553953
4228;Domaine de Bellivière Jasnières Les Rosiers 2015;29,9;0,0;0,0;-0,09241150836817345
5697;Planeta Sicilia Noto Santa Cecilia 2016;29,9;0,0;0,0;-0,09241150836817345
4137;Zind-Humbrecht Muscat Grand Cru Goldert 2015;29,8;0,0;0,0;-0,09600402783080726
6095;Château de Villeneuve Saumur-Champigny Le Grand Clos 2017;29,8;0,0;0,0;-0,09600402783080726
4678;Domaine Rotier Gaillac Rouge L'Ame 2016;29,8;0,0;0,0;-0,09600402783080726
5772;Camille Giroud Santenay Rouge 2016;29,7;1,0;29,7;-0,0995965472934412
4728;Maurice Schoech Gewurztraminer Vendanges Tardives 2017;29,5;2,0;59,0;-0,10678158621870892
4146;Champagne Mailly Grand Cru Brut Réserve;29,5;0,0;0,0;-0,10678158621870892
4783;Maurice Schoech Pinot Gris Vendanges Tardives 2015;29,5;0,0;0,0;-0,10678158621870892
5703;Domaine de l'Ecu Muscadet Taurus 2012;29,4;0,0;0,0;-0,11037410568134286
6570;Decelle-Villa Marsannay Les Longeroies 2015;29,2;0,0;0,0;-0,1175591446066106
4153;Elian Daros Côtes du Marmandais Clos Baquey 2015;29,0;36,0;1044,0;-0,12474418353187833
6569;Decelle-Villa Chorey-Lès-Beaune 2016;29,0;3,0;87,0;-0,12474418353187833
4723;François Baur Pinot Noir Sang Du Dragon 2017;29,0;3,0;87,0;-0,12474418353187833
5384;Liban Vallée de la Békaa Château Marsyas 2012;28,8;0,0;0,0;-0,13192922245714606
4647;Bernard Baudry Chinon Rouge La Croix Boissée 2017;28,5;8,0;228,0;-0,14270678084504773
4784;Maurice Schoech Riesling Vendanges Tardives 2017;28,5;0,0;0,0;-0,14270678084504773
4566;Domaine de Montcalmès Coteaux du Languedoc Blanc 2017;28,5;0,0;0,0;-0,14270678084504773
6567;"Decelle-Villa Côte de Nuits Villages ""Aux Montagnes"" 2014";28,4;0,0;0,0;-0,14629930030768165
4886;Saumaize-Michelin Pouilly-Fuissé Clos sur la Roche 2018;28,4;5,0;142,0;-0,14629930030768165
5899;Stéphane Tissot Arbois Blanc Les Bruyères 2015;28,1;4,0;112,4;-0,1570768586955832
4558;Domaine de Montcalmès Terrasses du Larzac Rouge 2017;28,1;3,0;84,3;-0,1570768586955832
4240;Domaine Augustin Collioure Rouge Adéodat 2017;28,0;0,0;0,0;-0,16066937815821714
4239;Domaine Augustin Collioure Blanc Adéodat 2019;28,0;0,0;0,0;-0,16066937815821714
4913;Jean-Batiste Arena Muscat du Cap Corse 2015;28,0;0,0;0,0;-0,16066937815821714
5630;Parés Baltà Penedès Electio 2013;28,0;1,0;28,0;-0,16066937815821714
4888;Saumaize-Michelin Pouilly-Fuissé Les Ronchevats 2018;27,9;0,0;0,0;-0,16426189762085106
4893;Jacqueson Rully Rouge 1er Cru Les Cloux 2018;27,9;3,0;83,7;-0,16426189762085106
4752;Domaine de Montgilet Coteaux de l'Aubance Les Trois Schistes 2016;27,9;0,0;0,0;-0,16426189762085106
6325;Tempier Bandol Blanc 2018;27,9;0,0;0,0;-0,16426189762085106
4891;Jacqueson Rully Blanc 1er Cru La Pucelle 2018;27,9;36,0;1004,4;-0,16426189762085106
4931;Marcel Richaud Cairanne Rouge L'Ebrescade 2017;27,8;0,0;0,0;-0,16785441708348486
5617;Albert Boxler Pinot Gris Réserve 2016;27,8;3,0;83,4;-0,16785441708348486
6665;Domaine Hauvette IGP Alpilles Jaspe 2017;27,7;1,0;27,7;-0,1714469365461188
7023;Camin Larredya Jurançon Sec La Virada 2018;27,5;0,0;0,0;-0,17863197547138654
4395;Wemyss Malts Blended Scotch Whisky Lord Elcho;27,5;0,0;0,0;-0,17863197547138654
5566;Le Pas de l'Escalette Terrasses du Larzac Le Grand Pas 2018;27,5;0,0;0,0;-0,17863197547138654
5903;Stéphane Tissot Arbois Trousseau Singulier 2017;27,3;0,0;0,0;-0,18581701439665427
5000;David Duband Côtes de Nuits Villages 2017;27,3;6,0;163,8;-0,18581701439665427
5807;Château d'Arcole Saint-Emilion Grand Cru 2016;27,3;4,0;109,2;-0,18581701439665427
4196;Château de La Liquière Faugères Tucade 2015;27,2;2,0;54,4;-0,1894095338592882
4283;Château de Cazeneuve Pic Saint-Loup Le Roc Des Mates 2017;27,0;4,0;108,0;-0,19659457278455594
4254;Domaine Huet Vouvray Haut-Lieu Demi-Sec 2015;26,9;0,0;0,0;-0,20018709224718986
6223;Planeta Sicilia Chardonnay 2017;26,7;6,0;160,2;-0,2073721311724576
4288;Domaine Hauvette IGP Alpilles Jaspe 2017;26,7;1,0;26,7;-0,2073721311724576
5893;Gilbert Picq Chablis 1er Cru Vaucoupin 2016;26,6;5,0;133,0;-0,2109646506350914
4757;Domaine Saint-Nicolas Fiefs Vendéens Blanc Le Haut des Clous 2017;26,5;6,0;159,0;-0,21455717009772535
4600;Marc Colin Et Fils Chassagne-Montrachet Rouge Vieilles Vignes 2017;26,5;0,0;0,0;-0,21455717009772535
4980;Château La Tour l'Aspic Pauillac 2014;26,5;0,0;0,0;-0,21455717009772535
4215;Marc Colin Et Fils Saint-Aubin Blanc Luce 2017;26,5;0,0;0,0;-0,21455717009772535
5491;Marc Colin Et Fils Santenay Rouge 2017;26,5;0,0;0,0;-0,21455717009772535
6222;Planeta Sicilia Passito di Noto 2016;26,4;0,0;0,0;-0,21814968956035927
4611;Gilbert Picq Chablis Vosgros 1er Cru 2017;26,2;15,0;393,0;-0,225334728485627
4727;Paul Ginglinger Riesling Grand Cru Pfersigberg 2018;26,0;2,0;52,0;-0,23251976741089475
4909;Antoine-Marie Arena Vin de France Bianco Gentile 2018;25,9;0,0;0,0;-0,23611228687352867
4912;Jean-Baptiste Arena Patrimonio Rouge Grotte Di Sole 2018;25,9;6,0;155,4;-0,23611228687352867
4914;Antoine-Marie Arena Patrimonio Hauts de Carco 2018;25,9;2,0;51,8;-0,23611228687352867
4915;Jean-Baptiste Arena Patrimonio Blanc Morta Maio;25,9;8,0;207,2;-0,23611228687352867
4138;Zind-Humbrecht Zind 2017;25,7;6,0;154,2;-0,2432973257987964
4932;Marcel Richaud Cairanne Rouge Les Estrambords 2011;25,7;4,0;102,8;-0,2432973257987964
4650;Thierry Germain Saumur Blanc L'Insolite 2018;25,3;5,0;126,5;-0,2576674036493319
4889;Saumaize-Michelin Pouilly-Fuissé Vignes Blanches 2018;25,3;0,0;0,0;-0,2576674036493319
6206;Domaine Giudicelli Patrimonio Blanc 2019;25,2;41,0;1033,2;-0,26125992311196583
6207;Domaine Giudicelli Patrimonio Rouge 2016;25,2;37,0;932,4;-0,26125992311196583
5804;Château Le Puy Bordeaux Côtes-de-Francs Emilien 2016;25,0;1,0;25,0;-0,26844496203723356
5711;Albert Mann Riesling Cuvée Albert 2017;25,0;5,0;125,0;-0,26844496203723356
5628;Parés Baltà Penedès Hisenda Miret 2013;25,0;0,0;0,0;-0,26844496203723356
4277;I Fabbri Chianti Classico Riserva 2015;24,8;3,0;74,4;-0,2756300009625013
5896;Thevenet Quintaine Viré-Clessé La Bongran 2015;24,7;0,0;0,0;-0,27922252042513523
5547;Thierry Germain Saumur-Champigny Terres Chaudes 2017;24,6;1,0;24,6;-0,282815039887769
6073;Jacqueson Rully Rouge 1er Cru Les Preaux 2018;24,5;0,0;0,0;-0,28640755935040296
5747;Thibaud Boudignon Anjou Blanc 2018;24,5;21,0;514,5;-0,28640755935040296
4920;Alain Graillot Crozes-Hermitage Blanc 2018;24,4;10,0;244,0;-0,29000007881303685
6592;Domaine de la Monardière Vacqueyras Blanc Galéjade 2018;24,4;0,0;0,0;-0,29000007881303685
4919;Alain Graillot Crozes-Hermitage Rouge 2017;24,4;6,0;146,4;-0,29000007881303685
4256;Domaine Huet Vouvray Haut-Lieu Sec 2017;24,4;0,0;0,0;-0,29000007881303685
4648;Bernard Baudry Chinon Blanc La Croix Boissée 2018;24,3;2,0;48,6;-0,2935925982756707
4758;Domaine Saint-Nicolas Fiefs Vendéens Rouge Cuvée Jacques 2016;24,3;0,0;0,0;-0,2935925982756707
5391;Australie Maverick Trial Hill Riesling 2010;24,2;1,0;24,2;-0,2971851177383046
3847;Pierre Jean Villa Saint-Joseph Préface 2018;24,2;6,0;145,2;-0,2971851177383046
4180;Domaine de l'Hortus Val de Montferrand La Grande Cuvée Blanc 2018;24,0;0,0;0,0;-0,30437015666357237
4179;Domaine de l'Hortus Pic Saint-Loup La Grande Cuvée 2018;24,0;7,0;168,0;-0,30437015666357237
4615;Alphonse Mellot Sancerre Blanc La Moussière 2018;24,0;7,0;168,0;-0,30437015666357237
5810;Château Tour De Pez Saint-Estèphe 2017;24,0;0,0;0,0;-0,30437015666357237
5397;Chili De Martino Viejas Tinajas Cinsault 2013;24,0;0,0;0,0;-0,30437015666357237
5801;Château Monbrison Margaux Bouquet de Monbrison 2012;24,0;0,0;0,0;-0,30437015666357237
5802;Château Peymartin Saint-Julien 2014;23,8;0,0;0,0;-0,3115551955888401
4975;Château Cordet Margaux 2013;23,7;4,0;94,8;-0,315147715051474
5443;La Rectorie Banyuls Léon Parcé 2016;23,6;5,0;118,0;-0,3187402345141078
6221;Planeta Sicilia Eruzione 1614 2017;23,5;0,0;0,0;-0,32233275397674177
4070;Gilles Robin Crozes-Hermitage Blanc Les Marelles 2018;23,4;7,0;163,8;-0,32592527343937566
4725;François Baur Riesling Grand Cru Brand Clos De La Treille 2017;23,4;0,0;0,0;-0,32592527343937566
4717;Domaine Schoenheitz Pinot Noir Herrenreben 2017;23,4;6,0;140,4;-0,32592527343937566
4084;"Rimauresq Côtes de Provence Rouge Cru Classé ""R"" 2017";23,2;0,0;0,0;-0,3331103123646434
4298;Domaine de La Tour Du Bon Bandol Rouge 2018;23,2;1,0;23,2;-0,3331103123646434
4925;Cave de Castelmaure Corbières Rouge N°3 2017;23,2;12,0;278,4;-0,3331103123646434
4205;Mas Laval Terrasses du Larzac La Grande Cuvée 2016;23,0;12,0;276,0;-0,3402953512899112
4974;Château du Couvent Pomerol 2017;23,0;5,0;115,0;-0,3402953512899112
5795;Château de Chantegrive Graves Blanc Caroline 2016;23,0;0,0;0,0;-0,3402953512899112
4130;Zind-Humbrecht Pinot Gris Roche Calcaire 2017;23,0;0,0;0,0;-0,3402953512899112
4077;Domaine des Bosquets Gigondas 2016;22,9;0,0;0,0;-0,34388787075254507
4907;Alphonse Mellot Coteaux Charitois Rouge Les Pénitents 2015;22,9;0,0;0,0;-0,34388787075254507
5382;Nouvelle-Zélande Marlborough Momo Pinot Noir 2016;22,8;0,0;0,0;-0,3474803902151789
4096;Paul Ginglinger Pinot Gris Grand Cru Eichberg 2015;22,8;0,0;0,0;-0,3474803902151789
4707;Albert Mann Pinot Gris Cuvée Albert 2017;22,8;13,0;296,4;-0,3474803902151789
4048;Pierre Gaillard Saint-Joseph Rouge Clos de Cuminaille 2018;22,8;7,0;159,6;-0,3474803902151789
4876;Tempier Bandol Rosé 2019;22,8;22,0;501,6;-0,3474803902151789
5047;"Champagne Petit Lebrun &amp; Fils Blanc de Blancs Grand Cru";22,5;13,0;292,5;-0,3582579486030805
6328;Le Pas de l'Escalette IGP Pays d'Hérault Les Clapas Blanc 2018;22,4;0,0;0,0;-0,36185046806571447
6635;Domaine de la Monardière Vacqueyras Vieilles Vignes 2016;22,4;1,0;22,4;-0,36185046806571447
4934;Marcel Richaud Rasteau Rouge 2017;22,2;2,0;44,4;-0,3690355069909822
4098;Paul Ginglinger Pinot Noir Les Rocailles 2016;22,1;1,0;22,1;-0,37262802645361603
4067;Gilles Robin Crozes-Hermitage Rouge Albéric 2017;22,0;19,0;418,0;-0,3762205459162499
4731;Domaine Muré Crémant d'Alsace Rosé;22,0;18,0;396,0;-0,3762205459162499
4671;Domaine Pellé Menetou Salon Rouge Les Cris 2015;21,9;0,0;0,0;-0,3798130653788839
6049;Christophe Pichon Saint-Joseph Blanc 2017;21,8;3,0;65,4;-0,3834055848415177
4050;Pierre Gaillard Saint-Joseph Blanc 2019;21,8;6,0;130,8;-0,3834055848415177
6887;Gratavinum Priorat 2?r 2017;21,8;0,0;0,0;-0,3834055848415177
5794;Château Fonréaud Bordeaux Blanc Le Cygne 2016;21,7;0,0;0,0;-0,3869981043041516
4564;Domaine Giudicelli Vin de France Eté Rouge 2018;21,7;19,0;412,3;-0,3869981043041516
5484;David-Beaupère Juliénas Vayolette 2017;21,6;1,0;21,6;-0,39059062376678544
4646;Bernard Baudry Chinon Rouge Le Clos Guillot 2017;21,5;1,0;21,5;-0,39418314322941933
4183;Borie La Vitarèle Saint-Chinian Les Crès 2016;21,4;0,0;0,0;-0,3977756626920533
4899;Domaine Brintet Mercurey Blanc Vieilles Vignes 2018;21,2;9,0;190,8;-0,404960701617321
4666;Vincent Carême Vouvray Moelleux 2015;21,0;0,0;0,0;-0,41214574054258873
4792;Maurice Schoech Riesling Grand Cru Kaefferkopf 2018;21,0;19,0;399,0;-0,41214574054258873
4066;Oratoire Saint Martin Cairanne Rouge Haut Coustias 2016;20,8;20,0;416,0;-0,41933077946785646
3850;Pierre Jean Villa Crozes-Hermitage Accroche Coeur 2018;20,8;0,0;0,0;-0,41933077946785646
4900;Domaine Brintet Mercurey Rouge Vieilles Vignes 2018;20,8;1,0;20,8;-0,41933077946785646
4662;Pierre Martin Sancerre Les Monts Damnés 2018;20,8;0,0;0,0;-0,41933077946785646
4612;Gilbert Picq Chablis Vieilles Vignes 2017;20,6;10,0;206,0;-0,42651581839312425
4166;Ollieux Romanis Corbières Boutenac Atal Sia 2017;20,5;6,0;123,0;-0,43010833785575814
4940;Oratoire Saint Martin Cairanne Blanc Haut-Coustias 2017;20,5;2,0;41,0;-0,43010833785575814
6226;Le Pas de l'Escalette Terrasses du Larzac Le Pas de D. 2017;20,4;0,0;0,0;-0,4337008573183921
6225;Le Pas de l'Escalette IGP Hérault Ze Cinsault 2017;20,4;4,0;81,6;-0,4337008573183921
4156;Elian Daros Côtes du Marmandais Coucou Blanc 2016;20,35;6,0;122,1;-0,43549711704970895
4669;Domaine Pellé Menetou Salon Blanc Le Carroir 2018;20,2;1,0;20,2;-0,4408858962436598
6205;Domaine Giudicelli Vin de France Corail Rouge 2019;20,2;0,0;0,0;-0,4408858962436598
4892;Jacqueson Rully Rouge Les Chaponnières 2018;20,1;3,0;60,3;-0,44447841570629365
5477;Domaine Pellé Menetou Salon Blanc Les Vignes de Ratier 2018;19,8;4,0;79,2;-0,45525597409419527
4703;Albert Mann Crémant d'Alsace Extra Brut 2017;19,8;7,0;138,6;-0,45525597409419527
5019;Château Tour Des Gendres Bergerac Blanc Moulin Des Dames 2016;19,8;0,0;0,0;-0,45525597409419527
4673;Domaine Pellé Sancerre Rouge La Croix Au Garde 2017;19,8;0,0;0,0;-0,45525597409419527
5906;Domaine de Montbourgeau L'Etoile En Banode 2016;19,8;0,0;0,0;-0,45525597409419527
5705;Domaine Huet Vouvray Pétillant Brut 2014;19,8;2,0;39,6;-0,45525597409419527
5761;Huiles d'Olive Extra Vierge Planeta 3x 10cl;19,5;0,0;0,0;-0,46603353248209695
5383;Nouvelle-Zélande Marlborough Kim Crawford Sauvignon Blanc 2015;19,5;0,0;0,0;-0,46603353248209695
4065;Oratoire Saint Martin Cairanne Rouge Les Douyes 2016;19,5;0,0;0,0;-0,46603353248209695
4250;Domaine Saint-Denis Bourgogne Rouge Clos de la Coque 2018;19,5;30,0;585,0;-0,46603353248209695
5890;Saumaize-Michelin Saint-Véran Les Crèches 2018;19,3;0,0;0,0;-0,4732185714073647
4049;Pierre Gaillard Saint-Joseph Rouge 2018;19,3;1,0;19,3;-0,4732185714073647
5613;Albert Boxler Chasselas 2016;19,2;6,0;115,2;-0,4768110908699986
5614;Albert Boxler Crémant d'Alsace Brut 2014;19,2;3,0;57,6;-0,4768110908699986
4152;Elian Daros Côtes du Marmandais Chante Coucou 2016;19,2;7,0;134,4;-0,4768110908699986
4674;Domaine Pellé Sancerre Blanc La Croix Au Garde 2018;19,0;7,0;133,0;-0,48399612979526635
4085;Rimauresq Côtes de Provence Rouge Cru Classé 2017;19,0;7,0;133,0;-0,48399612979526635
4614;Gilbert Picq Chablis En Vaudécorse 2017;19,0;11,0;209,0;-0,48399612979526635
6585;La Préceptorie Côtes du Roussillon Blanc Terres Nouvelles 2018;19,0;0,0;0,0;-0,48399612979526635
5891;Saumaize-Michelin Viré-Clessé 2018;19,0;1,0;19,0;-0,48399612979526635
4297;Domaine de La Tour Du Bon Bandol Blanc 2019;19,0;0,0;0,0;-0,48399612979526635
4267;Domaine Bulliat Morgon Amphore Cou de Jus 2019;19,0;2,0;38,0;-0,48399612979526635
6928;Le Cèdre de Jean Faure Saint-Emilion 2016;19,0;2,0;38,0;-0,48399612979526635
5377;Argentine Alamos Catena Malbec 2017;19,0;0,0;0,0;-0,48399612979526635
4280;Château de Cazeneuve Languedoc Blanc 2016;18,9;0,0;0,0;-0,4875886492579003
5904;Domaine de Montbourgeau Côtes du Jura Poulsard 2018;18,8;0,0;0,0;-0,4911811687205341
4793;Maurice Schoech Pinot Gris Grand Cru Schlossberg 2017;18,7;0,0;0,0;-0,494773688183168
4885;Saumaize-Michelin Mâcon Vergisson Sur La Roche 2017;18,7;0,0;0,0;-0,494773688183168
4716;Domaine Schoenheitz Pinot Gris Herrenreben 2017;18,6;0,0;0,0;-0,4983662076458018
4158;Planeta Sicilia Etna Rosso 2018;18,5;0,0;0,0;-0,5019587271084358
4978;Château Dutruch Grand Poujeaux Moulis 2016;18,5;0,0;0,0;-0,5019587271084358
4713;Domaine Schoenheitz Gewurztraminer Lisenberg 2015;18,4;12,0;220,8;-0,5055512465710696
4933;Marcel Richaud Cairanne Rouge 2018;18,4;0,0;0,0;-0,5055512465710696
4047;Pierre Gaillard Côtes-du-Rhône Blanc Les Gendrines 2018;18,3;0,0;0,0;-0,5091437660337035
5900;Stéphane Tissot Arbois D.D. 2016;18,25;0,0;0,0;-0,5109400257650205
4718;Domaine Schoenheitz Pinot Noir Val Saint Grégoire 2017;18,2;0,0;0,0;-0,5127362854963374
4704;Albert Mann Gewurztraminer 2017;18,2;3,0;54,6;-0,5127362854963374
5506;Château de la Selve Coteaux de l'Ardèche Rouge Serre de Berty 2014;18,2;0,0;0,0;-0,5127362854963374
4168;Ollieux Romanis Corbières Blanc Cuvée Prestige 2018;18,2;12,0;218,4;-0,5127362854963374
4684;Château Plaisance Fronton To Co Que Cal 2015;18,1;3,0;54,3;-0,5163288049589713
5380;Nouvelle-Zélande Marlborough Momo Sauvignon Blanc 2018;18,0;0,0;0,0;-0,5199213244216052
5610;Domaine Weinbach Pinot Blanc 2017;18,0;0,0;0,0;-0,5199213244216052
5483;David-Beaupère Juliénas La Bottière Vieilles Vignes 2018;17,9;0,0;0,0;-0,523513843884239
5809;Château Tour De Pez Saint-Estèphe Les Hauts de Pez 2016;17,9;0,0;0,0;-0,523513843884239
6035;Zind-Humbrecht Muscat Turckheim 2016;17,9;1,0;17,9;-0,523513843884239
4192;Château de La Liquière Faugères Cistus Rouge 2017;17,8;5,0;89,0;-0,5271063633468729
4264;Chermette Domaine du Vissoux Moulin à Vent Les Trois Roches 2018;17,8;2,0;35,6;-0,5271063633468729
4672;Domaine Pellé Menetou Salon Rouge Morogues 2017;17,8;0,0;0,0;-0,5271063633468729
5907;Domaine de Montbourgeau Vin de Paille 2013;17,7;0,0;0,0;-0,5306988828095068
4276;I Fabbri Chianti Classico Terra Di Lamole 2015;17,6;0,0;0,0;-0,5342914022721407
5696;Planeta Sicilia Etna Bianco 2018;17,5;0,0;0,0;-0,5378839217347745
4930;Domaine La Croix Belle Côtes de Thongue Blanc N°7 2018;17,5;5,0;87,5;-0,5378839217347745
4301;Domaine de La Tour Du Bon Bandol Rosé 2019;17,5;3,0;52,5;-0,5378839217347745
5806;Château La Croix Meunier Saint-Emilion Grand Cru 2014;17,4;2,0;34,8;-0,5414764411974085
4910;Antoine-Marie Arena Vin de France Rouge San Giovanni 2017;17,3;4,0;69,2;-0,5450689606600423
4224;Pierre Martin Sancerre Chavignol Rouge 2017;17,2;2,0;34,4;-0,5486614801226762
5797;Château Saransot-Dupré Listrac-Médoc 2016;17,2;0,0;0,0;-0,5486614801226762
5956;Clos du Prieur Terrasses du Larzac 2018;17,2;0,0;0,0;-0,5486614801226762
4235;Maroc Graillot/Thaleb Tandem Syrah 2015;17,1;1,0;17,1;-0,5522539995853101
4217;Domaine de l'Ecu Muscadet Granite 2018;17,1;0,0;0,0;-0,5522539995853101
5803;Château Tour Haut-Caussan Médoc 2015;17,1;3,0;51,3;-0,5522539995853101
5396;Chili De Martino Gallardia Cinsault 2017;17,1;0,0;0,0;-0,5522539995853101
4083;"Rimauresq Côtes de Provence Blanc Cru Classé ""R"" 2019";17,0;0,0;0,0;-0,5558465190479439
4670;Domaine Pellé Menetou Salon Blanc Morogues 2018;17,0;2,0;34,0;-0,5558465190479439
4890;Saumaize-Michelin Saint-Véran 2018;17,0;6,0;102,0;-0,5558465190479439
4225;Pierre Martin Sancerre Chavignol Blanc 2019;16,9;13,0;219,7;-0,5594390385105779
5816;Maison Trimbach Riesling 2017;16,9;0,0;0,0;-0,5594390385105779
4613;Gilbert Picq Chablis 2017;16,9;9,0;152,1;-0,5594390385105779
5704;Domaine de l'Ecu Muscadet Gneiss 2015;16,9;0,0;0,0;-0,5594390385105779
4759;Domaine Saint-Nicolas Fiefs Vendéens Rouge Reflets 2018;16,9;0,0;0,0;-0,5594390385105779
4733;Camin Larredya Jurançon Sec La Part Davant 2018;16,8;0,0;0,0;-0,5630315579732117
4706;Albert Mann Muscat 2018;16,8;32,0;537,6;-0,5630315579732117
4182;Borie La Vitarèle Saint-Chinian Les Schistes 2017;16,7;3,0;50,1;-0,5666240774358456
4219;Domaine de l'Ecu Muscadet Orthogneiss 2014;16,7;1,0;16,7;-0,5666240774358456
4929;Domaine La Croix Belle Côtes de Thongue Rouge N°7 2017;16,7;2,0;33,4;-0,5666240774358456
5815;Maison Trimbach Muscat Réserve 2017;16,6;1,0;16,6;-0,5702165968984795
4186;Le Pas de l'Escalette Terrasses du Larzac Les Clapas Rouge 2018;16,6;1,0;16,6;-0,5702165968984795
4271;Domaine Sérol Côte Roannaise Perdrizière 2016;16,6;0,0;0,0;-0,5702165968984795
4068;Gilles Robin Crozes-Hermitage Rouge Papillon 2019;16,6;62,0;1029,2;-0,5702165968984795
